```markdown
# 鴻海精密工業股份有限公司及子公司

## 合併資產負債表

### 民國 111 年 9 月 30 日及民國 110 年 12 月 31 日、9 月 30 日

(民國 111 年及 110 年 9 月 30 日之合併資產負債表採用期間，未依一般公認審計準則查核)

### 單位：新台幣仟元

| 負債及權益 | 附註 | 111 年 9 月 30 日 | 110 年 12 月 31 日 | 110 年 9 月 30 日 |
| --- | --- | --- | --- | --- |
| 流動負債 |  |  |  |  |
| 2100 | 短期借款 | 六(十七) | $728,317,675 | 17 | $546,372,008 | 14 | $557,055,956 | 15 |
| 2110 | 應付短期票券 | 六(十六) | 25,815,252 | 1 | 23,999,117 | 1 | 44,316,266 | 1 |
| 2120 | 透過損益按公允價值衡量之金融負債一流動 |  | 1,966,877 | - | 964,015 | - | 1,353,944 | - |
| 2126 | 避險之金融負債一流動 | 六(五) | 117,321 | - | - | - | 16,620 | - |
| 2170 | 應付帳款 | 1,193,794,959 | 27 | 1,055,155,222 | 27 | 854,555,032 | 23 |
| 2180 | 應付帳款－關係人 | 七 | 15,099,348 | - | 21,022,980 | - | 25,037,256 | 1 |
| 2200 | 其他應付款 | 六(十八)及七 | 233,192,181 | 5 | 213,094,933 | 5 | 208,629,569 | 6 |
| 2230 | 本期所得稅負債 |  | 22,843,190 | 1 | 26,474,025 | 1 | 21,830,509 | 1 |
| 2250 | 負債準備－流動 | 六(二十五) | 3,866,500 | - | 2,876,585 | - | 3,945,872 | - |
| 2280 | 租賃負債－流動 | 七 | 6,854,394 | - | 7,364,055 | - | 8,260,906 | - |
| 2320 | 一年或一營業週期內到期長期負債 | 六(二十) | 33,013,845 | 1 | 38,586,760 | 1 | 39,557,306 | 1 |
| 2399 | 其他流動負債－其他 | 六(十九) | 103,964,946 | 2 | 61,770,571 | 2 | 52,509,934 | 2 |
| 21XX | 流動負債合計 |  | 2,368,846,488 | 54 | 1,997,680,271 | 51 | 1,817,069,170 | 50 |
| 非流動負債 |  |  |  |  |  |  |  |  |
| 2530 | 應付公司債 | 六(二十) | 239,773,303 | 5 | 226,258,790 | 6 | 232,114,705 | 6 |
| 2540 | 長期借款 | 六(二十一) | 70,732,959 | 2 | 49,340,778 | 1 | 31,042,948 | 1 |
| 2550 | 負債準備－非流動 | 六(二十五) | 459,851 | - | 430,648 | - | 428,888 | - |
| 2570 | 遞延所得稅負債 |  | 30,624,905 | 1 | 32,228,229 | 1 | 23,127,405 | 1 |
| 2580 | 租賃負債－非流動 | 七 | 18,312,728 | - | 18,217,030 | 1 | 20,699,641 | 1 |
| 2600 | 其他非流動負債 | 六(二十四) | 11,283,576 | - | 11,462,530 | - | 11,068,731 | - |
| 25XX | 非流動負債合計 |  | 371,187,322 | 8 | 337,938,005 | 9 | 318,482,318 | 9 |
| 2XXX | 負債總計 |  | 2,740,033,810 | 62 | 2,335,618,276 | 60 | 2,135,551,488 | 59 |
| 權益 |  |  |  |  |  |  |  |  |
| 歸屬於母公司業主之權益 |  |  |  |  |  |  |  |  |
| 股本 | 六(二十六) |  |  |  |  |  |  |  |
| 3110 | 普通股股本 |  | 138,629,906 | 3 | 138,629,906 | 4 | 138,629,906 | 4 |
| 3200 | 資本公積 | 六(二十七) |  |  |  |  |  |  |
| 3200 | 資本公積 |  | 195,803,261 | 4 | 202,084,430 | 5 | 201,106,782 | 5 |
| 3200 | 保留盈餘 | 六(二十八) |  |  |  |  |  |  |
| 3310 | 法定盈餘公積 |  | 184,894,008 | 4 | 170,755,591 | 4 | 170,755,591 | 5 |
| 3320 | 特別盈餘公積 |  | 89,505,893 | 2 | 87,315,126 | 2 | 87,315,126 | 2 |
| 3350 | 未分配盈餘 |  | 884,773,164 | 20 | 871,193,344 | 22 | 8
