### 财务报告

#### 流动负债
| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 短期借款 | $ 108,977,793 | $ 105,333,597 | $ 70,344,783 |
| 应付短期票券 | 122,467,657 | 114,640,213 | 107,191,894 |
| 透过损益按公允价值衡量之金融负债 - 流动 | 9,040 | 162,608 | 11,656 |
| 避险之金融负债 | 788,187 | 586,935 | 707,700 |
| 合约负债 - 流动 | 1,170,855 | 1,518,147 | 1,418,341 |
| 应付票据 | 801,861 | 870,114 | 771,484 |
| 应付帐款 | 14,599,983 | 11,384,815 | 9,437,793 |
| 应付费用 | 5,596,885 | 6,623,281 | 6,246,176 |
| 其他应付款 | 3,704,637 | 1,665,754 | 12,582,226 |
| 应付佣金 | 486,776 | 493,435 | 526,083 |
| 应付再保往来款项 | 1,025,191 | 814,508 | 824,835 |
| 应付保险赔款与给付 | 116,092 | 313,586 | 32,022 |
| 本期所得税负债 | 2,737,931 | 1,446,987 | 4,804,926 |
| 预收款项 | 297,940 | 237,772 | 196,134 |
| 按到期长期负债（一年或一营业周期内到期长期负债） | 28,771,399 | 24,305,569 | 16,508,364 |
| 租赁负债 - 流动 | 479,437 | 573,266 | 419,278 |
| 其他流动负债 | 25,844,133 | 30,610,509 | 19,624,158 |

#### 流动负债总计
| 项目 | 317,875,797 | 301,581,096 | 251,647,853 |

#### 非流动负债
| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 长期借款 | 10,977,230 | 12,399,285 | 4,632,125 |
| 负债准备 | 9,024,290 | 8,716,614 | 8,589,887 |
| 存入保证金 | 8,449,654 | 8,254,048 | 7,869,040 |
| 租赁负债 - 非流动 | 1,974,813 | 1,807,561 | 1,681,873 |
| 遗留所得税负债 | 4,307,186 | 4,230,074 | 3,975,295 |
| 其他负债 | 27 | 36 | 65 |

#### 非流动负债总计
| 项目 | 34,733,200 | 35,407,978 | 26,748,285 |

#### 负债总计
| 项目 | 352,608,997 | 336,989,074 | 278,396,138 |

#### 归属于母公司股东的权益
| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 股本 | 5,461,792 | 5,461,792 | 5,461,792 |
| 普通股股本 | 5,461,792 | 5,461,792 | 5,461,792 |
| 资本公积 | 2,898,044 | 2,898,044 | 2,926,579 |
| 资本公积 | 2,898,044 | 2,898,044 | 2,926,579 |
| 保留盈余 | 15,553,282 | 15,553,282 | 13,925,963 |
| 法定盈余公积 | 381,843 | 381,843 | 381,843 |
| 特别盈余公积 | 20,136,286 | 16,165,239 | 41,314,540 |
| 未分配盈余 | 1,838,787 | - | 3,852,385 |

#### 归属于母公司股东的权益总计
| 项目 | 46,270,034 | 41,764,987 | 67,863,102 |

#### 非控制权益
| 项目 | 27,612,042 | 27,807,076 | 22,036,426 |

#### 权益总计
| 项目 | 73,882,076 | 69,572,063 | 89,899,528 |

#### 后附合併財務報表附註為本合併財務報告之一部分，請併同參閱。

### 董事長：黃南光
### 經理人：蘇純興
### 會計主管：陳亭汝
