### 财务报告

#### 合并权益变动表
单位：新台币仟元

| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 股本－普通股 | $ 77,574,465 | $ 77,574,465 | $ 77,574,465 |
| 资本公积 | $ 171,261,379 | $ 171,261,379 | $ 171,261,379 |
| 法定公积金 | $ 2,675,419 | $ 2,675,419 | $ 2,675,419 |
| 特别储备公积金 | $ 56,818,260 | $ 56,818,260 | $ 56,818,260 |
| 未分配盈余 | $ 314,531 | $ 314,531 | $ 314,531 |
| 未实现之其他综合收益 | $ 1,239,901 | $ 1,239,901 | $ 1,239,901 |
| 未实现之其他综合收益 | $ 1,752 | $ 1,752 | $ 1,752 |
| 未实现之其他综合收益 | $ 377,931,016 | $ 377,931,016 | $ 377,931,016 |
| 未实现之其他综合收益 | $ 11,327,441 | $ 11,327,441 | $ 11,327,441 |
| 未实现之其他综合收益 | $ 389,258,457 | $ 389,258,457 | $ 389,258,457 |
| 未实现之其他综合收益 | $ 8,804,944 | $ 8,804,944 | $ 8,804,944 |
| 未实现之其他综合收益 | 316,686 | 316,686 | 316,686 |
| 未实现之其他综合收益 | 9,121,630 | 9,121,630 | 9,121,630 |
| 未实现之其他综合收益 | 758 | 758 | 758 |
| 未实现之其他综合收益 | 35,695 | 35,695 | 35,695 |
| 未实现之其他综合收益 | 945,986 | 945,986 | 945,986 |
| 未实现之其他综合收益 | 3,616 | 3,616 | 3,616 |
| 未实现之其他综合收益 | 984,539 | 984,539 | 984,539 |
| 未实现之其他综合收益 | 1,537 | 1,537 | 1,537 |
| 未实现之其他综合收益 | 986,076 | 986,076 | 986,076 |
| 未实现之其他综合收益 | 8,805,702 | 8,805,702 | 8,805,702 |
| 未实现之其他综合收益 | 35,695 | 35,695 | 35,695 |
| 未实现之其他综合收益 | 945,986 | 945,986 | 945,986 |
| 未实现之其他综合收益 | 3,616 | 3,616 | 3,616 |
| 未实现之其他综合收益 | 7,820,405 | 7,820,405 | 7,820,405 |
| 未实现之其他综合收益 | 315,149 | 315,149 | 315,149 |
| 未实现之其他综合收益 | 8,135,554 | 8,135,554 | 8,135,554 |
| 未实现之其他综合收益 | 94,392 | 94,392 | 94,392 |
| 未实现之其他综合收益 | ( 94,392) | ( 94,392) | ( 94,392) |
| 未实现之其他综合收益 | 15,568 | 15,568 | 15,568 |
| 未实现之其他综合收益 | 41,161 | 41,161 | 41,161 |
| 未实现之其他综合收益 | 56,729 | 56,729 | 56,729 |
| 未实现之其他综合收益 | $ 77,574,465 | $ 77,574,465 | $ 77,574,465 |
| 未实现之其他综合收益 | $ 171,261,379 | $ 171,261,379 | $ 171,261,379 |
| 未实现之其他综合收益 | $ 2,675,419 | $ 2,675,419 | $ 2,675,419 |
| 未实现之其他综合收益 | $ 56,818,260 | $ 56,818,260 | $ 56,818,260 |
| 未实现之其他综合收益 | $ 314,531 | $ 314,531 | $ 314,531 |
| 未实现之其他综合收益 | $ 1,239,901 | $ 1,239,901 | $ 1,239,901 |
| 未实现之其他综合收益 | $ 1,752 | $ 1,752 | $ 1,752 |
| 未实现之其他综合收益 | $ 377,931,016 | $ 377,931,016 | $ 377,931,016 |
| 未实现之其他综合收益 | $ 11,327,441 | $ 11,327,441 | $ 11,327,441 |
| 未实现之其他综合收益 | $ 389,258,457 | $ 389,258,457 | $ 389,258,457 |
| 未实现之其他综合收益 | $ 8,804,944 | $ 8,804,944 | $ 8,804,944 |
| 未实现之其他综合收益 | 316,686 | 316,686 | 316,686 |
| 未实现之其他综合收益 | 9,121,630 | 9,121,630 | 9,121,630 |
| 未实现之其他综合收益 | 758 | 758 | 758 |
| 未实现之其他综合收益 | 35,695 | 35,695 | 35,695 |
| 未实现之其他综合收益 | 945,986 | 945,986 | 945,986 |
| 未实现之其他综合收益 | 3,616 | 3,616 | 3,616 |
| 未实现之其他综合收益 | 984,539 | 984,539 | 984,539 |
| 未实现之其他综合
