以下是从图片中提取的文本内容：

```
單位：新台幣仟元

110年1月1日餘額
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 4,969,433
$ 
