### 财务报告

#### 流动资产
| 项目 | 111年3月31日 | 110年12月31日 | 110年3月31日 |
|------|--------------|---------------|--------------|
| 现金及约当现金 | $ 29,862,932 | $ 25,813,580 | $ 21,575,740 |
| 透过损益按公允价值衡量之金融资产－流动 | 8,175,699 | 7,759,202 | 7,063,373 |
| 透过其他综合损益按公允价值衡量之金融资产－流动 | 615,883 | 322,124 | 46,341 |
| 避险之金融资产 | 2,719 | - | - |
| 其他金融资产－流动 | 2,789,993 | 2,794,794 | 2,538,694 |
| 合约资产－流动 | 25,457 | 29,094 | 24,468 |
| 应收票据 | 11,191,126 | 10,731,037 | 9,565,745 |
| 应收帐款 | 190,214,981 | 179,803,972 | 151,166,669 |
| 其他应收款 | 1,614,089 | 1,492,994 | 1,516,355 |
| 存货 | 8,700,712 | 10,014,885 | 9,522,527 |
| 预付款项 | 9,205,495 | 8,431,594 | 8,132,978 |
| 再保险合约资产净额 | 2,638,972 | 2,396,571 | 1,855,096 |

#### 流动资产总计
| 项目 | 265,038,058 | 249,589,847 | 213,007,986 |

#### 非流动资产
| 项目 | 111年3月31日 | 110年12月31日 | 110年3月31日 |
|------|--------------|---------------|--------------|
| 透过损益按公允价值衡量之金融资产－非流动 | 1,035,718 | 1,035,718 | 1,051,390 |
| 透过其他综合损益按公允价值衡量之金融资产－非流动 | 10,715,775 | 10,592,876 | 9,813,801 |
| 採用權益法之投資 | 17,834,686 | 17,336,071 | 16,981,841 |
| 其他金融资产－非流动 | 198,235 | 143,910 | 170,378 |
| 不動產、廠房及設備淨額 | 55,721,221 | 53,619,235 | 49,563,201 |
| 使用權資產 | 3,419,491 | 3,436,960 | 3,229,204 |
| 投資性不動產淨額 | 2,525,888 | 2,531,683 | 2,348,555 |
| 無形資產淨額 | 1,282,338 | 1,297,739 | 1,304,156 |
| 遞延所得稅資產淨額 | 2,046,565 | 1,975,833 | 1,822,681 |
| 其他資產 | 8,477,691 | 8,052,912 | 6,764,163 |

#### 非流动资产总计
| 项目 | 103,257,608 | 100,022,937 | 93,049,370 |

#### 资产总计
| 项目 | 368,295,666 | 349,612,784 | 306,057,356 |

---

### 续次页

---

### 财务报告

#### 流动资产
| 项目 | 111年3月31日 | 110年12月31日 | 110年3月31日 |
|------|--------------|---------------|--------------|
| 现金及约当现金 | $ 29,862,932 | $ 25,813,580 | $ 21,575,740 |
| 透过损益按公允价值衡量之金融资产－流动 | 8,175,699 | 7,759,202 | 7,063,373 |
| 透过其他综合损益按公允价值衡量之金融资产－流动 | 615,883 | 322,124 | 46,341 |
| 避险之金融资产 | 2,719 | - | - |
| 其他金融资产－流动 | 2,789,993 | 2,794,794 | 2,538,694 |
| 合约资产－流动 | 25,457 | 29,094 | 24,468 |
| 应收票据 | 11,191,126 | 10,731,037 | 9,565,745 |
| 应收帐款 | 190,214,981 | 179,803,972 | 151,166,669 |
| 其他应收款 | 1,614,089 | 1,492,994 | 1,516,355 |
| 存货 | 8,700,712 | 10,014,885 | 9,522,527 |
| 预付款项 | 9,205,495 | 8,431,594 | 8,132,978 |
| 再保险合约资产净额 | 2,638,972 | 2,396,571 | 1,855,096 |

#### 流动资产总计
| 项目 | 265,038,058 | 249,589,847 | 213,007,986 |

#### 非流动资产
| 项目 | 111年3月31日 | 110年12月31日 | 110年3月31日 |
|------|--------------|---------------|--------------|
| 透过损益按公允价值衡量之金融资产－非流动 | 1,035,718 | 1,035,718 | 1,051,390 |
| 透过其他综合损益按公允价值衡量之金融资产－非流动 | 10,715,775 | 10,592,876 | 9,813,801 |
| 採用權益法之投資 | 17,834,686 | 17,336,071 | 16,981,841 |
| 其他金融资产－非流动 | 198,235 | 143,910 | 170,378 |
| 不動產、廠房及設備淨額 | 
