### 财务报告

#### 归属于母公司股东的权益

| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 普通股股本 | $ 15,996,292 | $ 24,972,058 | $ 20,597,263 |
| 预收股本 | $ 550 | $ 62,058,498 | $ 20,495,508 |
| 资本公积 | $ 24,972,058 | $ 62,058,498 | $ 20,495,508 |
| 法定盈余公积 | $ 1,792,312 | $ 55,970 | $ 1,792,312 |
| 未分配盈余 | $ 25,706,295 | $ 25,706,295 | $ 25,706,295 |
| 国外营运机构 | $ 1,632,598 | $ 1,632,598 | $ 1,632,598 |
| 财务报表换算 | $ 433,647,894 | $ 433,647,894 | $ 433,647,894 |
| 之见换差额 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 透过其他综合损益 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 按公允价值衡量之金融资产未实现 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 财务报表换算 | $ 433,647,894 | $ 433,647,894 | $ 433,647,894 |
| 之见换差额 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 透过其他综合损益 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 按公允价值衡量之金融资产未实现 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 财务报表换算 | $ 433,647,894 | $ 433,647,894 | $ 433,647,894 |
| 之见换差额 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 透过其他综合损益 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 按公允价值衡量之金融资产未实现 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 财务报表换算 | $ 433,647,894 | $ 433,647,894 | $ 433,647,894 |
| 之见换差额 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 透过其他综合损益 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 按公允价值衡量之金融资产未实现 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 财务报表换算 | $ 433,647,894 | $ 433,647,894 | $ 433,647,894 |
| 之见换差额 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 透过其他综合损益 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 按公允价值衡量之金融资产未实现 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 财务报表换算 | $ 433,647,894 | $ 433,647,894 | $ 433,647,894 |
| 之见换差额 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 透过其他综合损益 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 按公允价值衡量之金融资产未实现 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 财务报表换算 | $ 433,647,894 | $ 433,647,894 | $ 433,647,894 |
| 之见换差额 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 透过其他综合损益 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 按公允价值衡量之金融资产未实现 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 财务报表换算 | $ 433,647,894 | $ 433,647,894 | $ 433,647,894 |
| 之见换差额 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 透过其他综合损益 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 按公允价值衡量之金融资产未实现 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 财务报表换算 | $ 433,647,894 | $ 433,647,894 | $ 433,647,894 |
| 之见换差额 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 透过其他综合损益 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 按公允价值衡量之金融资产未实现 | $ 1,426,933 | $ 1,426,933 | $ 1,426,933 |
| 财务报表换算 | $ 433,647,894
