### 财务报告表格数据输出

#### 2. 下表列示可执行净额交割总约定之金融资产与金融负债之相关资讯：

| 项目 | 112年9月30日 | 111年12月31日 | 111年9月30日 |
|------|--------------|---------------|--------------|
| 金融资产 | 未於資產負債表互抵之 | 未於資產負債表互抵之 | 未於資產負債表互抵之 |
| 性質 | 已認列之金融資產總額 | 已認列之金融資產總額 | 已認列之金融資產總額 |
|      | (a) | (a) | (a) |
| 附賣回協議 | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,560 | $ 320,649 | $ 420,202 |
|      | $ 3,441,
