1. **文件类型**：财务报表
2. **公司名称**：统一企业股份有限公司及子公司
3. **主要标题或类别**：
   - 流动资产
   - 非流动资产
   - 资产总计

### 财务数据摘要

#### 流动资产
- **现金及约当现金**：111年9月30日为$94,298,795，占总资产的17%；110年12月31日为$80,837,880，占总资产的16%；110年9月30日为$81,071,606，占总资产的16%。
- **金融资产－流动**：111年9月30日为$7,984,704，占总资产的2%；110年12月31日为$10,394,193，占总资产的2%；110年9月30日为$11,548,534，占总资产的2%。
- **按摊销后成本衡量之金融资产－流动**：111年9月30日为$14,649,859，占总资产的3%；110年12月31日为$15,300,236，占总资产的3%；110年9月30日为$12,120,481，占总资产的3%。
- **应收账款净额**：111年9月30日为$2,090,051，占总资产的-；110年12月31日为$1,551,178，占总资产的-；110年9月30日为$1,316,378，占总资产的-。
- **其他应收账款**：111年9月30日为$6,759,672，占总资产的1%；110年12月31日为$5,069,711，占总资产的1%；110年9月30日为$5,783,963，占总资产的1%。
- **存货**：111年9月30日为$45,103,526，占总资产的8%；110年12月31日为$46,607,301，占总资产的9%；110年9月30日为$39,660,454，占总资产的8%。
- **预付款项**：111年9月30日为$5,112,927，占总资产的1%；110年12月31日为$4,806,485，占总资产的1%；110年9月30日为$4,616,276，占总资产的1%。
- **待出售非流动资产净额**：111年9月30日为$3,355,727，占总资产的1%；110年12月31日为$3,740,610，占总资产的1%；110年9月30日为$3,552,934，占总资产的1%。
- **其他流动资产**：111年9月30日为$200,134,649，占总资产的37%；110年12月31日为$187,570,349，占总资产的36%；110年9月30日为$180,694,965，占总资产的36%。

#### 非流动资产
- **金融资产－非流动**：111年9月30日为$8,397,653，占总资产的1%；110年12月31日为$6,687,077，占总资产的1%；110年9月30日为$5,874,177，占总资产的1%。
- **投资性不流动资产净额**：111年9月30日为$23,023,393，占总资产的4%；110年12月31日为$17,477,582，占总资产的4%；110年9月30日为$17,346,757，占总资产的3%。
- **其他非流动资产－其他**：111年9月30日为$6,068,629，占总资产的1%；110年12月31日为$5,472,644，占总资产的1%；110年9月30日为$5,967,305，占总资产的1%。

#### 资产总计
- **资产总计**：111年9月30日为$544,183,680，占总资产的100%；110年12月31日为$514,039,630，占总资产的100%；110年9月30日为$504,770,873，占总资产的100%。
