```markdown
# 鴻海精密工業股份有限公司及子公司

## 合併財務報表

### 民國112年3月31日、111年12月31日、3月31日

(民國112年及111年3月31日之合併財產負債表及損益表，未依審計準則查核)

#### 單位：新台幣仟元

|  | 112年3月31日 | 111年12月31日 | 111年3月31日 |
| --- | --- | --- | --- |
|  | 金額 | % | 金額 | % | 金額 | % |
| **流動負債** |  |  |  |  |  |  |
| 2100 | 短期借款 | 六(十七) | $490,618,650 | 13 | $582,610,083 | 14 | $665,565,587 | 17 |
| 2110 | 應付短期票券 | 六(十六) | 60,721,118 | 2 | 31,491,497 | 1 | 7,130,489 | - |
| 2120 | 透過損益按公允價值衡量之金融負債－流動 | 六(二) | 478,518 | - | 3,595,029 | - | 1,342,589 | - |
| 2126 | 避險之金融負債－流動 | 六(五) | 99,845 | - | - | - | - | - |
| 2170 | 應付帳款 |  | 676,585,214 | 19 | 1,050,264,198 | 25 | 872,446,561 | 22 |
| 2180 | 應付帳款－關係人 | 七 | 16,402,653 | - | 18,676,748 | - | 15,997,012 | - |
| 2200 | 其他應付款 | 六(十八)及七 | 271,261,195 | 7 | 246,735,591 | 6 | 258,616,049 | 7 |
| 2230 | 本期所得稅負債 |  | 25,276,114 | 1 | 24,602,394 | 1 | 26,191,031 | 1 |
| 2250 | 負債準備－流動 | 六(二十五) | 4,107,701 | - | 3,891,380 | - | 3,233,896 | - |
| 2280 | 租賃負債－流動 | 七 | 7,489,063 | - | 8,333,100 | - | 7,359,055 | - |
| 2320 | 一年或一營業週期內到期長期負債 | 六(二十)(二十一) | 73,262,232 | 2 | 33,092,726 | 1 | 37,233,853 | 1 |
| 2399 | 其他流動負債－其他 | 六(十九) | 104,063,699 | 3 | 110,520,773 | 3 | 72,271,312 | 2 |
| 21XX | 流動負債合計 |  | 1,730,366,002 | 47 | 2,113,813,519 | 51 | 1,967,387,434 | 50 |
| **非流動負債** |  |  |  |  |  |  |  |  |
| 2530 | 應付公司債 | 六(二十) | 220,698,554 | 6 | 245,282,706 | 6 | 227,533,331 | 6 |
| 2540 | 長期借款 | 六(二十一) | 33,786,345 | 1 | 55,734,601 | 1 | 50,722,463 | 1 |
| 2550 | 負債準備－非流動 | 六(二十五) | 459,230 | - | 459,026 | - | 434,333 | - |
| 2570 | 遞延所得稅負債 |  | 41,160,424 | 1 | 39,123,808 | 1 | 31,950,704 | 1 |
| 2580 | 租賃負債－非流動 | 七 | 18,512,714 | 1 | 17,461,579 | 1 | 18,261,281 | 1 |
| 2600 | 其他非流動負債 | 六(二十四) | 11,577,625 | - | 11,568,002 | - | 12,078,531 | - |
| 25XX | 非流動負債合計 |  | 326,194,892 | 9 | 369,629,722 | 9 | 340,980,643 | 9 |
| 2XXX | 負債總計 |  | 2,056,560,894 | 56 | 2,483,443,241 | 60 | 2,308,368,077 | 59 |
| **權益** |  |  |  |  |  |  |  |  |
| **歸屬於母公司業主之權益** |  |  |  |  |  |  |  |  |
| 股本 | 六(二十六) |  |  |  |  |  |  |  |
| 3110 | 普通股股本 |  | 138,629,906 | 4 | 138,629,906 | 4 | 138,629,906 | 4 |
| 資本公積 | 六(二十七) |  |  |  |  |  |  |  |
| 3200 | 資本公積 |  | 194,110,910 | 5 | 193,794,160 | 5 | 202,354,644 | 5 |
| 保留盈餘 | 六(二十八) |  |  |  |  |  |  |  |
| 3310 | 法定盈餘公積 |  | 184,894,008 | 5 | 184,894,008 | 4 | 170,755,591 | 5 |
| 3320 | 特別盈餘公積 |  | 89,505,893 | 2 | 89,505,893 | 2 | 87,315,126 | 2 |
| 3350 | 未分配盈餘 |  | 865,829,339 | 24 | 925,890,351 | 22 | 829,183,459 | 21 |
| **其他權益** | 六(二十九) |
