# 财务报告

## 1. 流动负债

| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 短期借款 | $ 490,618,650 | $ 582,610,083 | $ 665,565,587 |
| 应付短期票券 | 60,721,118 | 31,491,497 | 7,130,489 |
| 透过损益按公允价值衡量之金融负债－流动 | 478,518 | 3,595,029 | 1,342,589 |
| 避险之金融负债－流动 | 99,845 | - | - |
| 应付帐款 | 676,585,214 | 1,050,264,198 | 872,446,561 |
| 应付帐款－关係人 | 16,402,653 | 18,676,748 | 15,997,012 |
| 其他应付款 | 271,261,195 | 246,735,591 | 258,616,049 |
| 本期所得税负债 | 25,276,114 | 24,602,394 | 26,191,031 |
| 负债准备－流动 | 4,107,701 | 3,891,380 | 3,233,896 |
| 租赁负债－流动 | 7,489,063 | 8,333,100 | 7,359,055 |
| 一年或一营业周期内到期长期负债 | 73,262,232 | 33,092,726 | 37,233,853 |
| 其他流动负债－其他 | 104,063,699 | 110,520,773 | 72,271,312 |
| 流动负债合计 | 1,730,366,002 | 2,113,813,519 | 1,967,387,434 |

## 2. 非流动负债

| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 应付公司债 | 220,698,554 | 245,282,706 | 227,533,331 |
| 长期借款 | 33,786,345 | 55,734,601 | 50,722,463 |
| 负债准备－非流动 | 459,230 | 459,026 | 434,333 |
| 遗延所得税负债 | 41,160,424 | 39,123,808 | 31,950,704 |
| 租赁负债－非流动 | 18,512,714 | 17,461,579 | 18,261,281 |
| 其他非流动负债 | 11,577,625 | 11,568,002 | 12,078,531 |
| 非流动负债合计 | 326,194,892 | 369,629,722 | 340,980,643 |

## 3. 权益

### 归属于母公司股东的权益

| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 股本 | 138,629,906 | 138,629,906 | 138,629,906 |
| 普通股股本 | 138,629,906 | 138,629,906 | 138,629,906 |
| 资本公积 | 194,110,910 | 193,794,160 | 202,354,644 |
| 资本公积 | 194,110,910 | 193,794,160 | 202,354,644 |
| 保留盈余 | 184,894,008 | 184,894,008 | 170,755,591 |
| 法定盈余公积 | 89,505,893 | 89,505,893 | 87,315,126 |
| 特别盈余公积 | 865,829,339 | 925,890,351 | 829,183,459 |
| 未分配盈余 | (72,100,140) | (82,154,208) | (42,097,602) |
| 基金股票 | (15,194) | - | (15,194) |
| 归属于母公司股东的权益合计 | 1,400,854,722 | 1,450,544,916 | 1,386,125,930 |
| 非控制权益 | 201,903,633 | 199,986,123 | 198,962,156 |
| 权益总计 | 1,602,758,355 | 1,650,531,039 | 1,585,088,086 |

## 4. 负债及权益总计

| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 负债及权益总计 | $ 3,659,319,249 | $ 4,133,974,280 | $ 3,893,456,163 |

## 5. 附注

后附合併财务报表附注为本合併财务报告之一部分，请併同参阅。

## 6. 签名

董事长：刘扬伟
经理人：刘扬伟
会计主管：周宗恺
