1. **文件类型**：财务报表
2. **公司名称**：统一企业股份有限公司及子公司
3. **主要标题或类别**：
   - 流动资产
   - 非流动资产
   - 资产总计

### 财务数据摘要

#### 流动资产
- **现金及约当现金**：112年3月31日为$93,916,847，占总资产的17%；111年12月31日为$96,986,253，占总资产的18%；111年3月31日为$82,116,368，占总资产的16%。
- **金融资产－流动**：112年3月31日为$8,218,300，占总资产的1%；111年12月31日为$7,149,196，占总资产的1%；111年3月31日为$9,844,748，占总资产的2%。
- **按摊销后成本衡量之金融资产－流动**：112年3月31日为$15,322,834，占总资产的3%；111年12月31日为$16,814,909，占总资产的3%；111年3月31日为$14,925,907，占总资产的3%。
- **其他流动资产**：112年3月31日为$9,031,544，占总资产的2%；111年12月31日为$5,711,991，占总资产的1%；111年3月31日为$5,637,061，占总资产的1%。

#### 非流动资产
- **金融资产－非流动**：112年3月31日为$6,346,522，占总资产的1%；111年12月31日为$6,458,689，占总资产的1%；111年3月31日为$8,110,817，占总资产的2%。
- **其他综合损益按公允价值衡量之金融资产－非流动**：112年3月31日为$5,035,095，占总资产的1%；111年12月31日为$4,853,589，占总资产的1%；111年3月31日为$4,352,703，占总资产的1%。
- **投资性不流动资产净额**：112年3月31日为$18,416,203，占总资产的4%；111年12月31日为$17,842,162，占总资产的3%；111年3月31日为$20,918,793，占总资产的4%。
- **其他非流动资产－其他**：112年3月31日为$6,853,373，占总资产的1%；111年12月31日为$6,103,745，占总资产的1%；111年3月31日为$5,562,352，占总资产的1%。

#### 资产总计
- **资产总计**：112年3月31日为$547,543,360，占总资产的100%；111年12月31日为$551,399,914，占总资产的100%；111年3月31日为$520,702,807，占总资产的100%。
