```markdown
# 鴻海精密工業股份有限公司及子公司

## 合併財務報表

### 民國111年3月31日及民國110年12月31日、3月31日

(民國111年及110年3月31日之合併資產負債表係經核閱，未依一般公認審計準則查核)

### 單位：新台幣仟元

| 負債及權益 | 附註 | 111年3月31日 | 110年12月31日 | 110年3月31日 |
| --- | --- | --- | --- | --- |
| 流動負債 |  |  |  |  |
| 2100 | 短期借款 | 六(十七) | $665,565,587 | 17 | $546,372,008 | 14 | $464,506,666 | 13 |
| 2110 | 應付短期票券 | 六(十六) | 7,130,489 | - | 23,999,117 | 1 | 43,945,617 | 1 |
| 2120 | 透過損益按公允價值衡量之金融負債一流動 |  | 1,342,589 | - | 964,015 | - | 2,010,356 | - |
| 2170 | 應付帳款 | 872,446,561 | 22 | 1,055,155,222 | 27 | 780,891,457 | 23 |
| 2180 | 應付帳款－關係人 | 七 | 15,997,012 | - | 21,022,980 | - | 22,892,268 | 1 |
| 2200 | 其他應付款 | 六(十八)及七 | 258,616,049 | 7 | 213,094,933 | 5 | 248,018,907 | 7 |
| 2230 | 本期所得稅負債 |  | 26,191,031 | 1 | 26,474,025 | 1 | 24,641,380 | 1 |
| 2250 | 負債準備一流動 | 六(二十五) | 3,233,896 | - | 2,876,585 | - | 3,706,271 | - |
| 2280 | 租賃負債一流動 | 七 | 7,359,055 | - | 7,364,055 | - | 8,963,534 | - |
| 2320 | 一年或一營業週期內到期長期負債 | 六(二十) | 37,233,853 | 1 | 38,586,760 | 1 | 74,427,834 | 2 |
| 2399 | 其他流動負債－其他 | 六(十九) | 72,271,312 | 2 | 61,770,571 | 2 | 45,167,255 | 2 |
| 21XX | 流動負債合計 |  | 1,967,387,434 | 50 | 1,997,680,271 | 51 | 1,719,171,545 | 50 |
| 非流動負債 |  |  |  |  |  |  |  |  |
| 2530 | 應付公司債 | 六(二十) | 227,533,331 | 6 | 226,258,790 | 6 | 200,396,220 | 6 |
| 2540 | 長期借款 | 六(二十一) | 50,722,463 | 1 | 49,340,778 | 1 | 30,256,144 | 1 |
| 2550 | 負債準備－非流動 | 六(二十五) | 434,333 | - | 430,648 | - | 408,165 | - |
| 2570 | 遞延所得稅負債 |  | 31,950,704 | 1 | 32,228,229 | 1 | 21,910,058 | 1 |
| 2580 | 租賃負債－非流動 | 七 | 18,261,281 | 1 | 18,217,030 | 1 | 19,649,996 | - |
| 2600 | 其他非流動負債 | 六(二十四) | 12,078,531 | - | 11,462,530 | - | 10,490,038 | - |
| 25XX | 非流動負債合計 |  | 340,980,643 | 9 | 337,938,005 | 9 | 283,110,621 | 8 |
| 2XXX | 負債總計 |  | 2,308,368,077 | 59 | 2,335,618,276 | 60 | 2,002,282,166 | 58 |
| 權益 |  |  |  |  |  |  |  |  |
| 归屬於母公司業主之權益 |  |  |  |  |  |  |  |  |
| 股本 | 六(二十六) |  | 138,629,906 | 4 | 138,629,906 | 4 | 138,629,906 | 4 |
| 資本公積 | 六(二十七) |  |  |  |  |  |  |  |
| 資本公積 |  |  | 202,354,644 | 5 | 202,084,430 | 5 | 200,484,799 | 6 |
| 保留盈餘 | 六(二十八) |  |  |  |  |  |  |  |
| 法定盈餘公積 |  |  | 170,755,591 | 5 | 170,755,591 | 4 | 161,043,748 | 5 |
| 特別盈餘公積 |  |  | 87,315,126 | 2 | 87,315,126 | 2 | 102,451,720 | 3 |
| 未分配盈餘 |  |  | 829,183,459 | 21 | 871,193,344 | 22 | 752,676,042 | 22 |
| 其他權益 | 六(二十九) |  |  |  |  |  |  |  |
| 3400 | 其他權益 |  | (42,097,602) | (1) | (89,505,893) | (2) | (81,263,647) | (3) |
| 3500 | 庫藏股票 | 六(二十六) | (15,194) | - | (
