### 财务报告分析

#### 1. 员工认股权相关数据

| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 基本信息 | | | |
| 执行价格 | $ 191.00 | $ 191.00 | $ 195.70 |
| 平均剩余期限（年） | 3.33 | 3.58 | 4.33 |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
