### 财务报告

#### 合并权益变动表
**单位：新台币仟元**

| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 股本-普通股 | $ 77,574,465 | $ 77,574,465 | $ 77,574,465 |
| 资本公积 | $ 171,291,613 | $ 171,291,613 | $ 171,291,613 |
| 法定公积金 | $ 2,675,419 | $ 2,675,419 | $ 2,675,419 |
| 特别盈余公积 | $ 59,629,022 | $ 59,629,022 | $ 59,629,022 |
| 未分配盈余 | $ 392,276 | $ 392,276 | $ 392,276 |
| 未实现差额 | $ 7,588 | $ 7,588 | $ 7,588 |
| 财务报表换算 | $ 8,286 | $ 8,286 | $ 8,286 |
| 金融资产 | $ 379,334,846 | $ 379,334,846 | $ 379,334,846 |
| 国外营运机构 | $ 11,927,604 | $ 11,927,604 | $ 11,927,604 |
| 非控制权益 | $ 391,262,450 | $ 391,262,450 | $ 391,262,450 |

#### 附注十三、二十及二八
**单位：新台币仟元**

| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
|------|--------------|---------------|--------------|
| 子公司股东现金股利 | - | - | - |
| 采用权益法认列关联企业及合营之资本公积变动数 | - | (1,159) | - |
| 111年1月1日至3月31日净利 | - | - | - |
| 111年1月1日至3月31日其他综合收益净额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至3月31日综合收益总额 | - | - | - |
| 111年1月1日至
